content,words,confidence,p_foreign,p_upper,p_cap,avg_length,label,sentiment,emphasis,amplitude,politeness,dirtiness,main_tense,negated,article_id,article_type,user_type,outcome
GE Leads Caterpillar in Rail Race,6,1,0,16.66666667,83.33333333,4.666666667,neutral,0,1,0,0,0,present,FALSE,524249,Business,1,1
Pot Industry Puts on a Tie,6,1,0,0,66.66666667,3.5,neutral,0,1,0,0,0,present,FALSE,524421,CFO Journal,2,0
Japan's Ruling Party Loses Regional Election,7,1,0,0,85.71428571,5.571428571,neutral,0,1,0,0,0,present,FALSE,524269,Asia News,1,1
Boeing 787's Reliability Still Falls Short,7,1,0,0,71.42857143,5.285714286,neutral,0,1,0,0,0,present,FALSE,524240,Business,1,1
South African Labor Union to Continue Strike,7,1,0,0,85.71428571,5.428571429,neutral,0,1,0,0,0,present,FALSE,524281,Africa News,2,0
Iraqi Political Impasse is Prolonged,5,1,0,0,80,6.4,neutral,0,1,0,0,0,present,FALSE,524372,Middle East News,1,1
Thousands in Gaza Flee Homes,5,1,0,0,80,4.8,neutral,0,1,0,0,0,present,FALSE,524371,Middle East News,1,1
Alzheimer's Signs Could Be in the Eye,8,1,0,0,62.5,3.875,neutral,0,1,0,0,0,present,FALSE,524394,Health,2,0
Rivera's Exit May Lead to a Revolving Door,9,1,0,0,66.66666667,3.888888889,neutral,0,1,0,0,0,present,FALSE,512583,Brian Costa,2,0
Senate Democrats Seek a Shorter Spending Measure,7,1,0,0,85.71428571,6,neutral,0,1,0,0,0,present,FALSE,512502,Politics and Policy,1,1
Lockheed Fighter Jet Gains Momentum,5,1,0,0,100,6.2,neutral,3,1,0.2,0,0,present,FALSE,512493,Business,1,1
New 'Genius' Award: A Pay Raise,6,1,0,16.66666667,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,512490,U.S. News,1,1
An M.B.A. Looks Cool Again as the Job Market Improves,10,1,0,10,70,4.4,neutral,3,1,0.2,0,0,present,FALSE,512489,Business,2,0
Calgary Voters Love Mayor's 'Purple' Passion,7,1,0,0,85.71428571,5.571428571,neutral,0,1,0,0,0,present,FALSE,512491,Canada News,1,1
U.S. Takes New Look at Africa Threats,7,1,0,14.28571429,71.42857143,4.428571429,neutral,2,1,0.142857143,0,0,present,FALSE,512481,Africa News,2,0
AT&T Won't Set Table With Dish,7,1,0,14.28571429,71.42857143,3.571428571,neutral,0,1,0,0,0,future,TRUE,512484,Heard on the Street,1,1
Applied Materials Deal Shows a Japan That Can Say 'Yes',10,1,0,0,90,4.6,neutral,0,1.1,0,0,0,present,FALSE,512474,Heard on the Street,1,1
Gray Market Hurts Apple in Russia,6,1,0,0,83.33333333,4.666666667,negative,3,1,0.333333333,0,0,present,FALSE,512473,Business,1,1
Building Bulls Should Stick With Cement,6,1,0,0,100,5.666666667,neutral,0,1,0,0,0,present,FALSE,512470,Heard on the Street,2,0
Energy Bet Puts Wind at Property Firm's Back,9,1,0,0,77.77777778,4.111111111,neutral,0,1,0,0,0,present,FALSE,512467,Commercial Real Estate,1,1
Cheap Flights Woo Latin American Bus Riders,7,1,0,0,100,5.285714286,neutral,0,1,0,0,0,present,FALSE,512463,Business,2,0
Insurers Fight for the Healthy,5,1,0,0,60,5.2,neutral,0,1,0,0,0,present,FALSE,512462,Business,1,1
Egypt Bans Muslim Brotherhood,4,1,0,0,100,6.5,neutral,0,1,0,0,0,present,FALSE,512447,Middle East News,2,0
College Bets Big on Stadium,5,1,0,0,80,4.6,neutral,0,1,0,0,0,present,FALSE,512451,Sports,2,0
Saving Your Retirement Savings,4,1,0,0,100,6.75,neutral,0,1,0,0,0,present,FALSE,512435,Family Value,2,0
Students Press on Bangladesh Factories,5,1,0,0,80,6.8,neutral,0,1,0,0,0,present,FALSE,512432,Business,1,1
Ireland Makes Moody's Less Blue,6,1,0,0,83.33333333,4.5,neutral,0,1,0,0,0,present,FALSE,512427,Heard on the Street,2,0
Yellen Would Bring Tougher Tone to Fed,7,1,0,0,85.71428571,4.571428571,neutral,0,1,0,0,0,present,FALSE,512423,Economy,1,1
A Healthy Jump for Horse Prices,6,1,0,16.66666667,66.66666667,4.333333333,neutral,0,1,0,0,0,present,FALSE,512417,Business,2,0
Immigration Advocates Consider New Tack,5,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,512418,Politics and Policy,1,1
Financial Legal Eagles Fly Into Each Other,7,1,0,0,100,5.142857143,neutral,0,1,0,0,0,present,FALSE,512413,Markets Main,2,0
Fight Roils Bangladesh Clothing Industry,5,1,0,0,100,7.2,neutral,0,1,0,0,0,present,FALSE,512404,Asian Business News,2,0
"Federal Sandy Funds Fall Short, Officials Say",7,1,0,0,100,5.571428571,neutral,0,1,0,0,0,present,FALSE,523169,NY Region,1,1
Best of the Web Today: The Accidental Alien,8,1,0,0,75,4.5,positive,6,1,0.5,0,0,present,FALSE,523143,Best of the Web Today,2,0
The Long Lens of the Law,6,1,0,0,66.66666667,3.166666667,neutral,0,1,0,0,0,present,FALSE,523145,NY Crime,2,0
How the Jets Court Potential Talent,6,1,0,0,83.33333333,5,neutral,0,1,0,0,0,present,FALSE,523130,NY Jets,2,0
Another John Doe Disclosure,4,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,523128,Review & Outlook (U.S.),1,1
Risky Businesses and Capital Rules,5,1,0,0,80,6,neutral,0,1,0,0,0,present,FALSE,523127,Letters,2,0
A Stopped Wedding That Helped the Guests,7,1,0,14.28571429,71.42857143,4.857142857,neutral,2,1,0.142857143,0,0,past,FALSE,523122,Letters,2,0
Why Montreal Left Its Fate to a Rookie,8,1,0,0,75,3.875,neutral,0,1,0,0,0,present,FALSE,523084,NY Sports,2,0
Energy Future Bankruptcy to Remain in Delaware,7,1,0,0,71.42857143,5.714285714,neutral,0,1,0,0,0,present,FALSE,523081,Business,1,0
Canada Seeks New Oil Markets,5,1,0,0,100,4.8,neutral,0,1,0,0,0,present,FALSE,523080,U.S. News,1,0
A Dinner to Help Other Authors Eat,7,1,0,14.28571429,71.42857143,4,neutral,0,1,0,0,0,present,FALSE,523062,NY Culture,2,1
The Rise and Possible Decline of the U.S. Middle Class,10,1,0,10,60,4.5,neutral,0,1,0,0,0,present,FALSE,523068,Letters,2,1
Olive Oil Prices Are on the Rise,7,1,0,0,71.42857143,3.714285714,neutral,0,1,0,0,0,present,FALSE,523060,Commodities,1,0
Noonan: A Masterpiece of a Museum,6,1,0,16.66666667,50,4.666666667,neutral,0,1,0,0,0,present,FALSE,523056,Declarations,1,0
The Lexus IS F Takes Its Last Bow,8,1,0,25,87.5,3.25,neutral,0,1,0,0,0,present,FALSE,523177,Rumble Seat,2,1
Liberty Falls as Regulation Advances,5,1,0,0,80,6.4,neutral,0,1,0,0,0,present,FALSE,523055,Letters,2,1
"Dollar Tree Profit, Sales Increase",5,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,523046,Business,2,1
Best Buy Sees Continued Sales Declines,6,1,0,0,100,5.5,positive,9,1,0.75,0,0,present,FALSE,523044,Business,1,0
"Fed Minutes: Lots of Talk, No Action",7,1,0,0,85.71428571,4.285714286,neutral,0,1,0,0,0,present,TRUE,523032,U.S. News,1,0
Egyptian TV Shaped a New Government,6,1,0,16.66666667,83.33333333,5,neutral,0,1,0,0,0,present,FALSE,523035,Middle East News,2,1
Former Assemblyman Gets 3 Years in Prison,7,1,0,0,71.42857143,5,neutral,0,1,0,0,0,present,FALSE,523028,NY Crime,2,1
"Veterans Want Respect, Not Pity",5,1,0,0,100,5.4,neutral,0,1,0,0,0,present,TRUE,523031,The Saturday Essay,1,0
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,523018,Notable & Quotable,2,1
The Long Road to Paradise,5,1,0,0,80,4.2,neutral,0,1,0,0,0,present,FALSE,523025,House Call,1,0
Liberals Press Hillary Clinton for Policy Details,7,1,0,0,85.71428571,6.142857143,neutral,0,1,0,0,0,present,FALSE,523019,Politics and Policy,2,1
Good News in the Proxy Wars,6,1,0,0,66.66666667,3.666666667,positive,6,1,0.5,0,0,present,FALSE,523036,Review & Outlook (U.S.),1,0
Pitney Bowes Keeps Itself Relevant,5,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,523039,Barron's Investment Insight,1,0
Art Glass Offers Clear Advantages to Collectors,7,1,0,0,85.71428571,5.857142857,neutral,2,1,0.142857143,0,0,present,FALSE,523009,Journal Reports: Wealth Management,2,1
BP to Seek Supreme Court Review,6,1,0,16.66666667,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,522999,Business,1,0
Fed Officials Tussle Over Labor Market Slack,7,1,0,0,100,5.428571429,neutral,0,1,0,0,0,present,FALSE,523008,Economy,2,1
"Reconsider the Roth: Benefits for Older Investors, Too",8,1,0,0,75,5.875,neutral,1,1,0.1,0,0,present,FALSE,523017,Journal Reports: Retirement,1,0
American Eagle's Profit Falls 86%,6,1,0,0,66.66666667,4.833333333,neutral,0,1,0,0,0,present,FALSE,522989,Earnings,2,1
American Realty to Sell Shopping Center Unit,7,1,0,0,85.71428571,5.428571429,neutral,0,1,0,0,0,present,FALSE,522986,Business,1,0
Japan Inflation Seen Rising,4,1,0,0,100,6,neutral,0,1,0,0,0,past,FALSE,520217,Japan News,2,1
Mayor on Cuomo: 'We Got a Lot Done',8,1,0,0,75,3.5,neutral,0,1,0,0,0,past,FALSE,520222,NY Politics,1,0
What is Necessity is Albany Question,6,1,0,0,66.66666667,5.166666667,neutral,0,1,0,0,0,present,FALSE,520202,NY Politics,2,1
"Claire's Names New CEO, Net Falls",7,1,0,14.28571429,85.71428571,4,neutral,0,1,0,0,0,present,FALSE,520193,Earnings,2,1
What Would Plato Say?,4,1,0,0,100,4.5,neutral,0,1,0,0,0,present,FALSE,520167,Weekend Confidential,2,1
The Ryan Priorities,3,1,0,0,100,5.666666667,neutral,0,1,0,0,0,present,FALSE,520153,Review & Outlook (U.S.),2,1
U.K. House Prices Rise Again,5,1,0,20,80,4.8,neutral,0,1,0,0,0,present,FALSE,520148,Markets Main,1,0
"Forget Dogs, the Net-Neutrality Debate Is Full of Ostriches",9,1,0,0,66.66666667,5.666666667,neutral,1,1,0.1,0,0,present,FALSE,520131,Letters,1,0
Greece Plans First Long-Term Bond Since Bailout,7,1,0,0,85.71428571,5.857142857,neutral,0,1,0,0,0,present,FALSE,520114,World News,1,0
Osborne Orders Regulator Review,4,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,520102,Markets Main,2,1
Japanese Inflation Fails to Lift Spirits,6,1,0,0,83.33333333,5.833333333,negative,4,1,0.333333333,0,0,present,FALSE,520101,Japan News,2,1
Greece to Sell Long-Term Bonds,5,1,0,0,60,5.2,neutral,0,1,0,0,0,present,FALSE,520098,Europe News,1,0
D.C. Voters Head to Polls,5,1,0,20,60,4.2,neutral,0,1,0,0,0,present,FALSE,520092,Politics and Policy,1,0
Crude Slides as Inventories Build,5,1,0,0,80,5.8,neutral,0,1,0,0,0,present,FALSE,520084,Markets Main,1,0
"China, Fed Buoy European Stocks",5,1,0,0,100,5.4,neutral,0,1,0,0,0,present,FALSE,520061,Europe Markets,2,1
A Dream Home in Australia,5,1,0,20,60,4.2,neutral,0,1,0,0,0,present,FALSE,520059,Asia House of the Day,1,0
India Keeps Rates Steady,4,1,0,0,100,5.25,neutral,0,1,0,0,0,present,FALSE,520047,India News,2,1
China's Line in the Sea,6,1,0,0,50,3.166666667,neutral,0,1,0,0,0,present,FALSE,520050,China's World,1,1
Indonesia Inflation Rate Continues to Ease,6,1,0,0,83.33333333,6.166666667,neutral,0,1,0,0,0,present,FALSE,520041,Asia Markets,1,1
South Korea's Exports Pick Up,6,1,0,0,83.33333333,4.166666667,neutral,0,1,0,0,0,present,FALSE,519965,World News,2,0
Japan Business Sentiment Set to Weaken Sharply,7,1,0,0,85.71428571,5.714285714,neutral,0,1,0,0,0,present,FALSE,519962,Japan News,1,1
Mayor Takes to the Mound,5,1,0,0,60,4,neutral,0,1,0,0,0,present,FALSE,519951,New York,1,1
Out for Africa,3,1,0,0,66.66666667,4,neutral,0,1,0,0,0,present,FALSE,519936,Urban Gardner,1,1
Getty's Jackson Pollock Restoration a Clear First Step,9,1,0,0,77.77777778,5.222222222,neutral,0,1,0,0,0,present,FALSE,519916,Arts & Entertainment,2,0
Best of the Web Today: Laboratories of What?,8,1,0,0,62.5,4.625,mixed,3,1,0.45,0,0,present,FALSE,519909,Best of the Web Today,1,1
Glass and Sand by Venice Beach,6,1,0,0,66.66666667,4.166666667,neutral,0,1,0,0,0,present,FALSE,519904,Infogrfx House Of The Day,2,0
Russia's Medvedev Visits Crimea,5,1,0,0,80,5.6,neutral,0,1,0,0,0,present,FALSE,519872,Russia News,2,0
The Russia Lobby in Germany,5,1,0,0,80,4.6,neutral,0,1,0,0,0,present,FALSE,519876,Opinion Europe,1,1
South Africa Strike Hits Platinum Output,6,1,0,0,100,5.833333333,neutral,0,1,0,0,0,present,FALSE,519868,Commodities,1,1
Beijing vs. Banking Innovation,4,1,0,0,75,6.75,neutral,0,1,0,0,0,present,FALSE,519866,Review & Outlook (Asia),1,1
Big Small Talk: April 11-18,5,1,0,0,80,4.6,neutral,0,1,0,0,0,present,FALSE,519857,Big Small Talk,2,0
'Candy Crush' Maker Is Hiring,5,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,519851,Europe Technology,2,0
Japan Pension Panel Calls for Higher Returns,7,1,0,0,85.71428571,5.428571429,neutral,0,1,0,0,0,present,FALSE,519808,Markets Main,2,0
Production Slides in Japan,4,1,0,0,75,5.75,neutral,0,1,0,0,0,present,FALSE,519801,Japan News,2,0
A Tale of Hurt and Hope,6,1,0,16.66666667,50,3,neutral,0,1,0,0,0,present,FALSE,519799,Theater,2,0
Fresh Challenge From Liverpool,4,1,0,0,100,6.75,neutral,2,1,0.125,0,0,present,FALSE,519790,Soccer,1,1
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,519779,Notable & Quotable,2,0
Will Portugal Still Need a Safety Net?,7,1,0,0,85.71428571,4.571428571,neutral,0,1,0,0,0,future,FALSE,519770,Europe File,1,1
Democrats Gain Edge Financially in House Battle,7,1,0,0,85.71428571,5.857142857,neutral,0,1,0,0,0,present,FALSE,518279,Politics and Policy,1,1
Figure Skating in America: On Thin Ice,7,1,0,0,85.71428571,4.571428571,neutral,0,1,0,0,0,present,FALSE,518290,Journal Reports: International,1,1
Kerry Meets With Ukraine Opposition,5,1,0,0,100,6.2,neutral,0,1,0,0,0,present,FALSE,518277,Russia News,2,0
Kerry Seeks to Boost Pressure on Syria,7,1,0,0,71.42857143,4.571428571,neutral,0,1,0,0,0,present,FALSE,518276,Middle East News,1,1
A Musical Traveler Finds a Home,6,1,0,16.66666667,66.66666667,4.333333333,neutral,0,1,0,0,0,present,FALSE,518269,Music,1,1
Argentina Posts Primary Deficit,4,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,518258,Latin America News,2,0
Russia's New Olympic Machine,5,1,0,0,80,5,neutral,0,1,0,0,0,present,FALSE,518263,Journal Reports: International,1,0
Moore Capital Hires London SAC Capital Team,7,1,0,14.28571429,100,5.285714286,neutral,0,1,0,0,0,present,FALSE,518256,Markets Main,2,1
Art Stolen by Nazis Goes to Auction,7,1,0,0,71.42857143,4.142857143,neutral,0,1,0,0,0,present,FALSE,518254,NY Culture,1,0
No More Keystone Excuses,4,1,0,0,100,5.25,neutral,0,1,0,0,0,present,TRUE,518249,Review & Outlook (U.S.),2,0
Never Seen Before at the Olympics!,6,1,0,0,66.66666667,4.833333333,neutral,0,1.5,0,0,0,present,TRUE,518247,Journal Reports: International,2,1
"A Birthday Concerto, 'Billy Budd' and Going Beyond Bach",9,1,0,11.11111111,77.77777778,5.222222222,neutral,0,1,0,0,0,present,FALSE,518245,NY Culture,2,1
American Securities Shopping Healthy Directions,5,1,0,0,100,8.6,neutral,0,1,0,0,0,present,FALSE,518017,Business,1,0
History and Hunting on the Chesapeake Bay,7,1,0,0,57.14285714,5,neutral,0,1,0,0,0,present,FALSE,518237,Infogrfx House Of The Day,2,0
Next Phase of Iran Nuclear Talks Set,7,1,0,0,85.71428571,4.285714286,neutral,0,1,0,0,0,present,FALSE,518015,Middle East News,1,0
When Big Loans Come to Town,6,1,0,0,83.33333333,3.666666667,neutral,0,1,0,0,0,present,FALSE,518238,Jumbo Jungle,2,1
"Coffee, Sugar Rally on Dry Weather in Brazil",8,1,0,0,75,4.625,neutral,0,1,0,0,0,present,FALSE,518009,Commodities,1,0
Microsoft Veteran in Contract Talks to Become Next CEO,9,1,0,11.11111111,77.77777778,5.111111111,neutral,0,1,0,0,0,present,FALSE,518008,Technology,2,0
The Year of the Horse (Breeder),6,1,0,0,66.66666667,4.333333333,neutral,0,1,0,0,0,present,FALSE,518011,Essay,1,0
Chinese New Year for Classical Music Fans,7,1,0,0,85.71428571,5,neutral,0,1,0,0,0,present,FALSE,518002,NY Culture,1,0
Valentine's Day Gifts,4,1,0,0,75,4.75,neutral,0,1,0,0,0,present,FALSE,517994,Big Small Talk,2,0
Bringing Imaginary Friends to Life,5,1,0,0,80,6,neutral,0,1,0,0,0,present,FALSE,518000,Design,1,1
Giving Locks the Salon Look at Home,7,1,0,0,71.42857143,4.142857143,neutral,0,1,0,0,0,present,FALSE,517995,Outer Beauty,2,1
India Growth Worse Than Expected,5,1,0,0,100,5.6,negative,8,1,0.6,0,0,present,FALSE,517991,India News,1,1
The People's Republic of Wine,6,1,0,0,66.66666667,4.166666667,neutral,0,1,0,0,0,present,FALSE,517996,Will Lyons on Wine,2,0
Deep in Mayan Country,4,1,0,0,75,4.5,neutral,0,1,0,0,0,present,FALSE,517999,Off Duty Travel,1,1
Mead Johnson Profit Rises on Asia Strength,7,1,0,0,85.71428571,5.142857143,neutral,0,1,0,0,0,present,FALSE,517976,Earnings,1,1
Tyson Profit Rises Despite Chinese Chicken Concerns,7,1,0,0,100,6.428571429,neutral,0,1,0,0,0,present,FALSE,517975,Earnings,2,1
Booz Allen Third-Quarter Profit Slides,5,1,0,0,80,6.8,neutral,0,1,0,0,0,present,FALSE,517973,Earnings,2,1
Tyco Earnings Rise on Revenue Growth,6,1,0,0,83.33333333,5.166666667,neutral,0,1,0,0,0,present,FALSE,517965,Business,2,1
Newell Rubbermaid Net Up 15% on Broad Sales Growth,9,1,0,0,77.77777778,4.666666667,neutral,0,1,0,0,0,present,FALSE,517964,Earnings,1,0
Mattel Reports Surprising Sales Drop,5,1,0,0,100,6.4,neutral,0,1,0,0,0,present,FALSE,517962,Earnings,1,0
"Electrolux Reports Net Loss, Revenue Falls",6,1,0,0,100,6.166666667,neutral,0,1,0,0,0,present,FALSE,517950,Earnings,1,0
There Is Progress in Emerging Lands,6,1,0,0,83.33333333,5,neutral,0,1,0,0,0,present,FALSE,517942,Letters,2,1
Joe Johnson Named NBA All-Star,5,1,0,20,80,5.2,neutral,0,1,0,0,0,past,FALSE,517938,NY Nets,1,0
Corruption Trial Begins for Nagin,5,1,0,0,80,5.8,neutral,0,1,0,0,0,present,FALSE,517925,U.S. News,1,0
"Noonan: Meanwhile, Back in America . . .",5,1,0,0,80,6.2,neutral,0,1,0,0,0,present,FALSE,517908,Declarations,2,1
Luxury Homes in Little Packages,5,1,0,0,80,5.4,neutral,0,1,0,0,0,present,FALSE,517916,Homes,2,1
In His Best Light,4,1,0,0,100,3.5,positive,7,1,0.5625,0,0,present,FALSE,517913,Guru,1,0
McKesson Profit Falls 79%,4,1,0,0,75,5.5,neutral,0,1,0,0,0,present,FALSE,517900,Earnings,2,1
"Less Government, Faster Growth",4,1,0,0,100,6.75,neutral,0,1,0,0,0,present,FALSE,517891,Review & Outlook (U.S.),2,1
A Wild Card in the Bridge Investigation,7,1,0,14.28571429,57.14285714,4.714285714,neutral,0,1,0,0,0,present,FALSE,517889,NY Politics,2,1
Tom Coburn: The Doctor Who Is Sick of Washington,9,1,0,0,88.88888889,4.444444444,neutral,0,1,0,0,0,present,FALSE,517862,The Saturday Interview,2,1
U.K. Mortgage Surge May Prompt Concern,6,1,0,16.66666667,83.33333333,5.5,neutral,0,1,0,0,0,present,FALSE,517843,U.K. News,2,1
Harley-Davidson Profit Up 6.8% on Increased Demand,7,1,0,0,57.14285714,6.285714286,neutral,1,1,0.125,0,0,present,FALSE,517837,Earnings,1,0
Visa Posts Higher Profit,4,1,0,0,100,5.25,neutral,0,1,0,0,0,present,FALSE,517827,Markets Main,2,1
Economies on Steroids Try Playing Without Them,7,1,0,0,85.71428571,5.714285714,neutral,0,1,0,0,0,present,TRUE,517826,Morning Editorial Report,2,1
No. 2 Steelmaker's Profit Soars,1,1,0,0,100,3,neutral,0,1,0,0,0,present,TRUE,517820,Earnings,2,1
Strike Clouds Lonmin Outlook,4,1,0,0,100,6.25,neutral,1,1,0.125,0,0,present,FALSE,517808,Commodities,1,1
H&M Plans Further Expansion,4,1,0,25,75,6,neutral,0,1,0,0,0,present,FALSE,517805,European Business News,1,1
Japan Still Hopes Trade Deal Possible by Spring,8,1,0,0,87.5,5,positive,3,1,0.25,0,0,present,FALSE,517796,Japan News,2,0
Japan Auto Makers Brace for Hit,6,1,0,0,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,517793,Asian Business News,1,1
New Zealand Keeps Interest Rates on Hold,7,1,0,0,85.71428571,4.857142857,neutral,0,1,0,0,0,present,FALSE,517767,World News,2,0
Syria Peace Talks in Geneva Hit Impasse,7,1,0,0,85.71428571,4.714285714,neutral,0,1,0,0,0,past,FALSE,517770,Middle East News,2,0
Buying the Garden Bridge,4,1,0,0,75,5.25,neutral,0,1,0,0,0,present,FALSE,517761,Urban Gardner,2,0
W.R. Grace Gets Court Approval on Bankruptcy Exit Financing,9,1,0,11.11111111,77.77777778,5.666666667,neutral,0,1,0,0,0,present,FALSE,517752,Business,2,0
N.Y. Official: Require Licenses for Digital Currency Exchanges,8,1,0,12.5,75,6.875,neutral,0,1,0,0,0,present,FALSE,517711,Markets Main,1,1
Qatar Buying Art Dealer's Headquarters,6,1,0,0,83.33333333,5.666666667,neutral,0,1,0,0,0,present,FALSE,517719,NY Real Estate Commercial,1,1
Czech President Names New Government,5,1,0,0,100,6.4,neutral,0,1,0,0,0,present,FALSE,517698,World News,1,1
Renault Says French Car Sales Flat to Higher In January,10,1,0,0,90,4.6,neutral,0,1,0,0,0,present,FALSE,517697,European Business News,2,0
Phillips 66 Profit Rises as Margins Fall,7,1,0,0,71.42857143,4.857142857,neutral,0,1,0,0,0,present,FALSE,517700,Earnings,1,1
Marathon Petroleum Profit Down but Trumps Estimates,7,1,0,0,85.71428571,6.428571429,neutral,0,1,0,0,0,present,FALSE,517694,Earnings,2,0
Mulberry Shares Plunge,3,1,0,0,100,6.666666667,neutral,3,1,0.166666667,0,0,present,FALSE,517674,Business,2,0
"Corn, Soybeans Plunge on Forecasts",5,1,0,0,80,6,neutral,0,1,0,0,0,present,FALSE,524178,Commodities,2,0
Immigrant Children Face a Long Journey,6,1,0,0,83.33333333,5.5,neutral,0,1,0,0,0,present,FALSE,524220,U.S. News,1,1
Senators Investigating Hepatitis C Drug Pricing,6,1,0,16.66666667,83.33333333,7,neutral,0,1,0,0,0,present,FALSE,524264,Business,2,0
Phil Jackson Says Anthony Isn't Returning His Texts,9,1,0,0,88.88888889,4.888888889,neutral,0,1,0,0,0,present,TRUE,524216,NY Knicks,2,0
The Best (and Worst) Fans in Brazil,7,1,0,0,71.42857143,4.142857143,mixed,1,1,1.066666667,0,0,present,FALSE,524182,World Cup,2,0
Why Investment Time Horizon Matters,5,1,0,0,100,6.2,neutral,0,1,0,0,0,present,FALSE,524230,Journal Reports: Wealth Management,2,0
"Summer Sounds, Outside",3,1,0,0,100,6.666666667,neutral,0,1,0,0,0,present,FALSE,524204,NY Culture,1,1
"Blues on the River, Plus a Singing Duke",8,1,0,0,62.5,4,neutral,0,1,0,0,0,present,FALSE,524223,NY Culture,2,0
Soccer in Brazil Is Better Than Cricket in India,9,1,0,0,77.77777778,4.444444444,neutral,0,1,0,0,0,present,FALSE,524266,World Cup,1,1
India to Tax Electronics Imports,5,1,0,0,80,5.6,neutral,0,1,0,0,0,present,FALSE,524198,India News,1,0
Investors Flock to Government Bonds,5,1,0,0,80,6.2,neutral,0,1,0,0,0,present,FALSE,524342,Credit Markets,1,0
The Crisis on the Border,5,1,0,0,60,4,neutral,0,1,0,0,0,present,FALSE,524122,Declarations,1,0
Seeking More Green in Glass Towers,6,1,0,0,83.33333333,4.833333333,neutral,0,1,0,0,0,present,FALSE,524135,New York,1,0
Utah Will Ask Supreme Court To Hear Gay Marriage Case,10,1,0,0,100,4.4,neutral,0,1,0,0,0,future,FALSE,524168,U.S. News,2,1
Fed Sees Role for Interest on Reserves,7,1,0,0,71.42857143,4.571428571,neutral,0,1,0,0,0,present,FALSE,524156,U.S. News,2,1
The Art of the Airline Apology,6,1,0,0,66.66666667,4.166666667,neutral,0,1,0,0,0,present,FALSE,524141,The Middle Seat,1,1
Best of the Web Today: Senator Slippery Slope,8,1,0,0,75,4.75,positive,6,1,0.5,0,0,present,FALSE,524114,Best of the Web Today,2,0
Gold Adds to Gains After Fed Minutes,7,1,0,0,85.71428571,4.285714286,neutral,2,1,0.142857143,0,0,present,FALSE,524134,Commodities,2,0
Will Cotton's 'Eye Candy',5,1,0,0,80,4.4,neutral,0,1,0,0,0,future,FALSE,524133,NY Culture,1,1
"Boyd Gaming, Atlantic City Reach Tax Settlement",7,1,0,0,100,5.857142857,neutral,0,1,0,0,0,present,FALSE,524093,Business,2,0
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,524128,Notable & Quotable,1,1
Alvin Ailey Dancers Learn Their 'Lesson',6,1,0,0,100,5.833333333,neutral,0,1,0,0,0,present,FALSE,524097,NY Culture,2,0
How to Stay Strong as You Age,7,1,0,0,71.42857143,3.285714286,neutral,0,1,0,0,0,present,FALSE,524081,Journal Reports: Retirement,2,0
A School Reform Landmark,4,1,0,25,75,5.25,neutral,0,1,0,0,0,present,FALSE,524291,Review & Outlook (U.S.),1,1
A Hit Grows in Brooklyn,5,1,0,20,60,3.8,neutral,0,1,0,0,0,present,FALSE,524095,NY Culture,2,0
"U.S. Sees Lower Hurricane Risk to Oil, Gas Output",9,1,0,11.11111111,77.77777778,4.555555556,neutral,0,1,0,0,0,present,FALSE,524086,Markets Main,1,1
Best of the Web Today: Poor Mrs. Clinton,8,1,0,0,62.5,4.125,positive,6,1,0.5,0,0,present,FALSE,524169,Best of the Web Today,2,0
Star of the 'Spangled Banner',5,1,0,0,60,5,neutral,0,1,0,0,0,present,FALSE,524109,Urban Gardner,1,1
Success Academy Wants 14 New Charter Schools,7,1,0,0,85.71428571,5.428571429,positive,5,1,0.285714286,0,0,present,FALSE,524087,NY Schools,2,0
"In the World Cup, Don't Expect a Cinderella Run",10,1,0,0,70,3.9,neutral,0,1,0,0,0,present,TRUE,524071,The Count,1,1
There's Never Too Much Singing,6,1,0,0,83.33333333,4.333333333,neutral,0,1,0,0,0,present,TRUE,524077,NY Heard & Scene,2,0
Reward Offered For Missing WSJ Reporter,6,1,0,16.66666667,100,5.666666667,positive,3,1,0.333333333,0,0,present,FALSE,524079,NY Region,1,1
From Feeding the Soul to Dancing With Abandon,8,1,0,0,75,4.75,neutral,0,1,0,0,0,present,FALSE,524115,NY Culture,2,0
"Euro Falls Against Dollar, Yen",5,1,0,0,100,5.2,neutral,0,1,0,0,0,present,FALSE,524100,Foreign Exchange,1,1
U.S. Government Bonds Drop,4,1,0,25,75,5.75,neutral,0,1,0,0,0,present,FALSE,524275,Credit Markets,2,0
